0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
-1.0308701,-0.34541276,-0.1511084,-0.9410472,-1.4003452,-0.5227294,-0.33973986,-0.4733678,-0.69393367,-0.29676783,-1.0532674,-1.0286965,0.1501338,-0.61804444,-0.72807056,-0.7680457,-0.3581338,-1.0212184,-1.0496604,-1.1419251,-1.1938921,-0.14318354,-1.3298988,-0.6176822,-0.77389437,0.07520695,-1.761866,-0.94008297,0.12577595,-1.0008261,-0.7241968,-0.7297839,-0.86942893,-0.55892175,-1.5522465,-0.75108457,-0.23730356,-0.8246597,-0.555402,-1.3227371,-1.0111072,0.025416473,-0.44641644,-1.8886017,-0.16508237,-1.1428909,-0.43983743,-1.5863773,-0.71697503,-0.5082843
-0.77853894,0.10716531,-0.061171386,-0.3695514,-0.9150822,-0.2447967,-0.0074467603,-0.7126843,-0.070104025,-0.37584388,-0.025307242,-0.74456674,-0.035615314,-0.0361453,-0.3694097,-0.43761182,-0.18337941,-0.12301985,-0.90693146,-0.3582781,-0.55648553,-0.23106422,-0.95759714,-0.59777474,-0.45164835,-0.07401587,-1.3834963,-0.9833382,0.47919908,0.14558996,-0.539886,-0.41055372,-1.0843567,-0.36663467,-1.061069,-0.13152185,-0.1989975,-0.8119914,-0.34972116,-0.07244199,-1.0112367,0.25463665,-0.3862719,-1.4602714,0.13151562,-1.42428,0.0071993456,-1.3368706,-0.6000128,-0.23216675
-0.3463783,0.40169907,0.10068814,0.04961495,-0.55688596,0.27435413,0.14644845,-0.12106598,0.2613208,-0.064868666,0.42338875,-0.4090807,0.17378238,0.36755475,-0.16921224,0.044698283,0.29953173,0.3625105,-0.38112718,0.24614564,-0.11776993,-0.16131444,-0.4877513,-0.6235754,0.006968829,0.07299361,-1.0476584,-0.71191293,0.49374616,0.17978472,-0.47251564,-0.3275645,-0.40427065,-0.05801011,-0.72997195,0.4361336,-0.110523134,-0.329317,-0.07193021,0.15041567,-0.886691,0.09360273,-0.18561971,-1.124766,0.31610215,-0.7854169,0.69144684,-1.0215162,-0.4124397,-0.022419589
-0.18300234,0.5786243,0.28745303,0.18377745,-0.4227394,0.5015092,0.25014898,0.0981285,0.340718,0.1429942,0.28228298,-0.027144188,0.4233338,0.46965623,0.20579126,0.36399996,0.50070214,0.57783794,-0.31651947,0.5153511,0.18980752,-0.20641775,-0.11848285,-0.33331558,0.30447614,0.058728762,-0.5798151,-0.10250751,0.49591365,0.80362934,-0.0044923835,-0.048075188,-0.055781662,0.23990458,-0.46145147,0.55897844,-0.08728373,-0.1367912,0.19445857,0.10402563,-0.38179275,-0.009317126,0.1162278,-0.74851537,0.31078285,-0.3660171,0.6370647,-0.77999324,-0.23151286,0.3034603
-0.67449814,0.11395413,-0.1862739,-0.6782529,-0.4587656,0.13811524,0.23833688,-0.6335643,-0.13690925,-0.3881401,-0.41795555,-0.09845519,-0.20144022,-0.12810537,-0.43700138,-0.4078977,-0.4297335,0.044353567,-0.82792044,0.13450167,-0.06459881,-0.057238743,-0.3585592,-0.37735513,-0.14503302,-0.28958288,-0.88075477,-0.17499122,-0.5055631,0.26803377,-0.23038849,-0.10078413,-0.57527584,0.09949397,-1.2010442,-0.17211796,-0.22104627,-0.5957362,0.24531849,-0.13363841,-0.37852398,-0.24399814,0.038085204,-0.6599721,-0.0420567,-0.98027945,0.054246683,-1.0439991,-0.59821844,-0.24211182
-0.7880576,-0.00034166925,-0.41665283,-0.63893044,-0.42614004,-0.30615544,0.12272964,-1.223242,-0.30654252,-0.29260167,-0.6134647,0.016268775,-1.0222816,-0.46871507,-0.61600274,-0.6300423,-0.5751718,-0.095737286,-0.5464505,-0.14796026,-0.11623905,0.067785,-0.4247338,-0.3323607,-0.3596887,-0.54620934,-0.8098114,-0.4348661,-0.6518883,0.51563114,-0.21377283,-0.28116262,-0.93395853,-0.11303031,-1.4885186,-0.35565975,-0.42076403,-0.9760027,0.13590997,-0.29120883,-0.26871213,-0.50184387,0.0025273266,-0.6286153,-0.17655952,-1.0200791,-0.47773078,-1.0693972,-0.7435312,-0.54771906
-0.07898056,-0.23417714,-0.37606943,-0.5319377,-0.39812222,-0.007969675,0.18000618,-0.6739037,-0.5237915,-0.085001715,-0.518584,-0.089253776,-0.7920235,-0.40234646,-0.33771154,-0.59263366,-0.24984017,-0.13132256,-0.2470033,-0.11358106,-0.100563705,-0.06823286,-0.054815345,-0.23380701,-0.3095551,-0.3005277,-0.84325254,0.15154698,-0.46871603,0.49161085,-0.16432585,-0.12964855,-0.28816864,-0.022765651,-1.119822,-0.32883984,-0.6293601,-0.5061711,0.10589134,-0.24471943,-0.31911135,-0.6716556,-0.046879716,-0.55752534,-0.17802691,-0.3006787,-0.3166164,-1.1993728,-0.72771233,-0.422542
-0.051241416,0.0080218,-0.123138525,-0.21265854,-0.19680947,0.33203754,0.12154032,-0.27598143,-0.52047384,0.093435146,-0.25821966,0.022410447,-0.5909496,-0.18338081,-0.29074013,-0.44704875,-0.26298806,-0.6352896,-0.1812145,0.23977849,-0.08835979,-0.21092519,-0.23775497,0.19474433,-0.19831634,-0.18622138,-0.6981496,0.103338994,-0.2341496,0.41671804,-0.027292768,-0.07687525,-0.42253512,0.18725902,-0.978264,-0.15376379,-0.5677558,-0.37792477,0.10193248,-0.089119874,-0.013819528,-0.31703848,-0.15821356,-0.11155488,0.13975227,0.0045766262,-0.46339014,-1.0065626,-0.79830885,-0.2657406
0.20032981,-0.274301,-0.03508085,0.20387888,-0.026567016,0.2574089,-0.070953704,-0.7209717,-0.6210398,0.14570422,-0.5060019,0.070390865,-0.5015247,0.08735995,-0.37135658,-0.30304605,-0.17649743,-0.6399608,-0.35617068,-0.07615304,0.041118134,-0.5329473,-0.36971727,0.24116623,-0.28229663,-0.00022508627,-0.5782263,0.045695465,-0.17817044,0.3626288,-0.37620634,-0.31869924,-0.31724906,0.21417786,-0.63828605,-0.26704416,-0.53300697,0.07001004,-0.266945,-0.15243623,-0.022970514,-0.12124399,-0.2968513,0.104828894,0.06175303,0.20169927,-0.44877857,-0.83153045,-0.7353778,-0.0823121
-0.5559608,-0.47492027,-0.28208593,-0.2314827,0.0060469266,-0.11708845,-0.42568168,0.20468757,-0.822021,-0.22652967,-0.86267674,-0.031645123,-0.4843072,-0.3312614,-0.78823125,-0.56791115,-0.61359376,-1.0903094,-0.6094783,-0.30120963,-0.13726169,-0.6250609,-0.752883,-0.01326202,-0.3729439,-0.10067922,-0.7179663,-0.5884195,-0.52971786,-0.5855241,-0.6459339,-0.3246845,-0.6260064,-0.14713071,-1.426682,-0.76164913,-0.61755663,-0.061108798,-0.5154371,-0.9426733,-0.15233035,-0.1288487,-0.5029672,0.36781195,-0.17255038,-0.035268273,-0.5438022,-0.84047884,-0.9708238,-0.30294207
