0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0.7263169,1.8276587,1.634548,0.3864759,0.81712455,2.4249532,2.2764127,0.69914603,2.462933,1.4338791,0.8326423,0.12623218,0.67097396,-0.19578248,2.3264856,0.32633322,0.05762698,-0.7566439,-0.97860926,3.066295,0.7586845,-0.02503032,2.842698,3.6405187,1.699688,3.2710626,0.5341191,2.295355,1.1642699,4.194078,3.8448117,0.73124677,1.5542241,1.7549535,0.5491922,-0.71475357,1.0065552,1.4174074,2.0631764,3.7544887,3.3782701,1.4523807,1.2845135,1.1978893,1.4315828,1.9771602,2.1379185,0.20546098,0.63047284,1.7221906
0.19575012,0.96408296,1.4108684,-0.5499544,0.47088972,1.9160091,1.4985468,-0.10772259,0.62638134,0.37529528,0.18581903,-0.3238583,0.07831411,-0.72360843,1.1816311,-0.5625883,-0.3590353,-0.93971694,-0.60317105,2.2467115,0.7679685,0.11619282,1.2045873,3.0574377,1.1383489,1.5875782,-0.20362216,1.0668705,0.6873902,2.130471,2.3024902,0.13814709,0.35746402,0.8661675,-0.4947058,-0.16503981,0.14028761,0.1804507,1.3931978,2.6286979,3.0309181,1.0969541,0.36593932,0.42452645,1.4739536,1.1506922,2.0973485,0.0032906816,-0.39755803,0.8552798
-0.6317145,1.1896639,0.67071134,-1.133126,0.7384868,1.3233545,0.54102796,-0.9648934,-0.9322515,-1.1878844,0.59129786,-0.043814473,-1.2975383,-0.97769,-0.26075816,-0.88661736,-1.6337558,-1.2864759,-1.4425468,1.7359728,1.0194132,0.23606417,0.12159545,1.7227784,0.9297776,1.0125384,-0.79902947,-0.43481573,0.079586655,-0.28861234,0.58175826,0.21597143,0.6013858,0.35391873,-0.86113065,-1.1541965,-0.78905576,-0.3801038,1.111643,0.5351606,1.5270764,1.0062404,0.11286088,1.0870482,-0.62266904,0.5950824,1.6624295,-1.089315,-1.0692459,0.4602574
-0.040904116,0.6941269,0.63452935,-1.1525122,0.55865806,1.2867538,0.16021076,-0.60243976,-1.4032044,-0.5929535,0.4506795,0.036919605,-1.402077,-0.8483214,-0.17054515,-0.97708356,-0.20149498,0.40019143,0.17390329,1.2744864,1.0561116,0.25214925,0.71844304,1.5190259,0.5390765,0.94325864,-0.68247354,-0.23584962,0.3120245,-0.5900728,0.28999192,-0.3019987,0.74520177,-0.01589785,-0.6587175,-0.8778037,-1.0709277,-0.6656926,0.44973496,-0.16930978,0.83663875,0.64696616,-0.19588114,1.1383064,-0.62742347,1.1512909,1.575625,-1.3241932,-0.80157876,0.35640872
1.0859987,-0.058831293,1.060443,-1.076328,-0.2755571,0.4611549,-0.4032916,-0.31859174,-0.25540417,0.17446814,-0.37455767,-0.24488802,0.21382912,-1.2521756,0.6252879,-0.84669584,-0.14027764,1.0043796,0.8140903,0.16520394,-0.39950207,-0.6763616,1.4497074,1.3507777,-0.30657613,1.395861,-1.0611975,-0.07160087,0.37076417,0.46441662,0.055024873,-0.52001345,1.3968441,-0.73187095,0.63446724,-1.3045754,-1.231835,0.8179875,-0.5485022,-0.5142182,1.1689043,-0.52755547,-1.039337,0.44211137,0.6463284,1.397343,0.631361,-1.1764569,-0.8054401,0.91036475
0.51144975,0.07928043,0.54065955,-1.3051072,0.08579131,0.23163064,-0.21061777,0.28608516,-0.123746544,-0.5192922,0.21175036,-0.32277596,0.34885612,-1.3961222,0.37405613,-0.91150165,0.22158645,1.4353064,1.0974448,-0.29412606,-0.02301548,-1.0775527,0.6393184,0.4496058,-0.07469761,0.6448129,-0.99373585,-1.1204686,0.4198206,0.8004864,-0.79561937,-0.5505154,0.73733085,-1.2663256,0.9175817,-0.75709563,-1.2185636,0.6128932,-1.2937335,0.10092646,0.16578053,-0.12154831,-0.92072475,0.07842132,-0.055667114,0.3975198,0.46645653,-0.91499317,-0.22771215,0.07451821
-0.0073612574,0.8377741,0.1925348,-0.43483922,1.0272846,0.42360297,0.5501604,0.17849816,0.9420747,0.3123528,1.3419527,0.068748236,0.67477536,-0.8697008,0.18060328,-0.20630176,0.94814336,1.8618201,1.4901528,0.10530057,0.40924782,-0.6472048,-0.5276952,0.17249566,0.7832181,0.04650483,-0.41866013,-0.8669091,0.5748325,1.1691474,-0.58497083,-0.24300858,-0.487334,-0.47937223,0.63102925,0.28857532,-0.19987343,0.52715904,-0.84099334,1.3356729,0.04837038,0.36098433,-0.22312112,-0.15543957,0.7585168,-0.2185648,0.30330172,0.23526843,0.565331,-0.64158624
0.20452058,1.1279048,-0.27975672,0.07686438,1.4297858,0.5720214,0.9438558,1.3500236,0.8653073,0.18392861,1.2488972,0.27787915,0.16245876,-0.15021478,0.3140175,0.8581921,1.5501622,1.5319262,1.543852,0.38127756,0.78741133,0.25642505,-0.48466042,-0.95903355,1.1042213,0.031989977,0.28158125,-0.6073779,0.456833,0.3235243,-0.47942242,0.5940473,-0.3021257,0.54129326,0.99358636,0.947059,0.562127,-0.078018725,-0.15671714,0.2315264,-0.78534406,0.5267806,0.63518834,-0.042409617,0.6221372,-0.89244276,-0.12457504,0.61738545,1.4982368,-0.9379253
0.29064915,0.5805358,-0.52469975,0.001745887,1.3681087,0.34059465,1.2332768,0.88344043,1.5571893,0.3915421,1.5799794,0.25126177,0.5390292,-0.6456335,0.40467364,1.3759838,1.2415006,0.9030314,1.8058963,0.06437939,0.85560715,1.3103184,-0.061079677,-1.0908129,1.0751183,-0.47117573,0.9473839,-0.38803807,0.3328715,0.4781729,0.53299046,0.5095303,-0.6857369,1.2140533,0.8153621,1.0444492,1.8751441,0.96515787,0.10150908,0.2708163,-0.89360917,0.1343738,1.1422955,-0.32498452,1.0573851,-0.97559094,-0.045206565,1.647805,2.3740485,-1.3046647
1.2129757,0.038610894,-0.2704569,0.2469183,0.32638678,-0.4528654,1.2746941,1.9746994,1.5167154,0.63104254,0.84721375,-0.32401863,0.8932792,-0.73437613,1.3823062,1.3363775,1.7014648,0.9898788,1.5536274,-0.22036994,-0.05431848,0.52385855,0.8613778,-1.2833788,0.5021132,0.7293237,0.0018877524,0.74074405,0.57111126,1.1601671,0.5349703,0.14922255,0.47678852,0.5800848,2.2741241,0.58332914,1.4876603,1.7686068,-0.6566722,0.16207458,-1.07441,-0.284539,0.76195264,-1.1324322,1.6570394,-0.52211106,-0.39448035,1.4313623,2.3853889,-0.9523738
0.98440593,-0.43881008,-0.2394576,-0.5381413,-0.17303936,-0.8081366,0.736413,0.25103635,1.4876581,-0.32412782,0.48096368,-0.22961509,1.0055748,-1.2816178,0.6293643,0.5831554,-0.0333649,0.19615526,0.05480707,-0.6437449,-0.5385914,-0.0588294,0.360839,-1.3471838,-0.036217026,-0.40375805,-0.5136855,-0.36151704,0.39405197,1.1173848,-0.22574021,-0.39996025,0.052307148,-0.05634009,1.6327809,-0.05340755,1.2896279,0.18856925,-1.0614383,1.1402614,-0.54867613,-0.5619438,0.006434904,-1.5300574,1.8675721,-1.0836449,-0.46488187,0.6153881,1.6777835,-1.1542917
0.61317235,0.8197038,-0.24128608,-0.22608103,0.94596756,-0.12977839,1.0455259,0.44316083,0.07920454,-1.0039109,0.708241,0.41974503,0.11280931,-1.3280438,-0.024325613,0.24964309,-0.8369875,-0.80113155,-0.48000175,0.23095554,0.41282043,-0.078484446,-0.49172404,-1.4559212,0.6038244,-0.7134401,-0.52017784,-0.7545607,-0.059019767,0.25965357,-1.1427841,-0.06894028,-0.4628425,0.19680712,0.23353945,-0.20490348,0.84300643,-1.3480542,-0.6709234,0.69659406,-0.55823326,0.43716243,0.32031152,-0.42250606,0.879795,-1.2459503,0.1987383,-0.05528345,0.9928586,-1.2102798
0.80588156,0.50034046,-0.09384558,-0.199734,1.1431731,-0.044663694,0.6667065,0.41201007,-0.1482859,-1.3724648,0.8117009,0.07784785,-0.24231398,-1.1949168,-0.55873585,-0.122238524,-1.2741039,-1.6972672,-0.74142694,0.47364017,0.8801781,0.87167686,0.10185882,-0.87134653,0.869731,-1.4070497,-0.16614772,-1.163119,0.25240454,0.058556587,-0.61300623,-0.49081454,-0.17989737,0.62353367,0.634191,-0.40690967,0.95976067,-0.5453538,-0.32063735,0.036481284,-0.081959814,0.1123567,0.25511226,0.31692162,0.7173064,-1.3199068,1.3200231,0.10016682,0.45061454,-0.89985347
0.84559894,1.2393457,-0.21232109,-0.63275933,0.8642603,-0.38734204,0.29958805,0.4201113,-0.93588835,-2.0801797,0.599632,-0.37188184,-0.38676745,-1.0690855,-0.6694196,-0.7230021,-0.7096206,-0.63512063,-0.2625656,0.5207526,1.0600245,0.6203692,-0.16089064,-1.0450402,0.9648256,-0.90100324,-0.5155988,-1.2624409,0.16437505,-0.2009288,-0.6015941,-1.0573804,0.6300292,0.33424786,0.0991192,-0.84397894,0.42896342,-0.07617622,-0.41543904,-0.1547478,-0.8866042,-0.19011128,-0.3852107,0.2780477,-0.37874267,-1.461048,1.3423966,-0.14739957,-0.16830133,-0.92206806
1.839517,0.5071111,0.68128264,-0.37595522,-0.5385499,-1.3949704,-0.21329328,-0.35140342,-0.44264558,-0.8644982,0.13008128,-0.96167356,0.7946995,-1.2391582,0.43644315,-1.3708663,-0.010118268,-0.11766163,0.4725725,0.06748319,-0.6648241,-1.132052,0.45317084,-0.43059346,0.009949733,0.10270214,-1.2624983,0.021691022,0.88417614,0.802908,-0.2385532,-1.8996483,0.93778425,-1.1569076,0.84265137,-1.289705,-0.60162145,0.34377182,-1.3702409,-0.34680116,-1.1547348,-1.3003986,-1.5710834,-1.0724751,1.1885912,-0.6763224,0.13395754,-1.2396533,-0.7975819,-0.5309107
0.66518325,-0.26053205,-0.1635335,-0.7469902,-0.616069,-2.1460996,-0.5354985,-0.85510314,-1.0372139,-1.5698987,-0.479902,-1.6554093,-0.13995855,-1.6464975,-0.47410575,-1.6202911,-0.91093427,-0.48187682,0.8944436,-0.17851762,-1.1802057,-2.003566,-0.6687898,-1.0358919,-0.12924702,-0.90606433,-2.4366293,-0.24018198,-1.4883385,-0.23836331,-0.8715634,-2.6086552,0.41415238,-1.7289746,-0.42600688,-1.6702251,-1.5202388,-1.6873637,-1.3943286,-0.385511,-2.1600783,-1.1567796,-1.9508595,-1.2797902,0.09618452,-1.9121208,-0.9798912,-1.297975,-1.8425486,-1.8491931
-0.70569795,0.78662837,-0.97318476,-0.35772544,0.7788332,-1.6377896,-0.6867552,-1.2222683,-1.5947201,-1.4314972,0.26159585,-1.074597,-0.7622077,-1.8591468,-1.2659067,-1.3511238,-1.0976689,-0.5992626,-0.010459613,0.039597977,0.29016033,-1.5185152,-1.8417985,-1.1142128,0.84662277,-2.0128698,-1.5849978,-0.7684652,-0.08738927,-0.99633646,-0.38659364,-2.1005168,-1.2580334,-0.8883537,-1.3256618,-1.2095588,-1.1558399,-1.6983036,-0.3787886,-0.87442124,-2.3809686,-0.086732425,-1.289198,-0.4238904,-0.6120965,-2.2910705,-0.5648525,-1.3127677,-1.7789106,-2.1595833
-0.48610258,-0.6583981,-1.2899469,-0.2909736,0.7754255,-1.767636,-1.1989588,-0.015253356,-1.5040613,-1.6941881,0.33734608,-1.2993215,-1.1266804,-1.0623102,-1.0650985,-1.0059212,-0.570431,-0.7189733,-0.45543307,-0.26088274,-0.008700678,-1.2976674,-1.1812003,-1.1215874,0.54696167,-1.8162348,-0.91607016,-0.43007356,-0.67194504,-1.2098444,-0.15655753,-1.9725273,-1.1046526,-0.30809206,-0.52300805,-1.0350592,-1.2323153,-1.2969822,-0.08191363,-1.1685916,-2.6632419,-0.5265668,-1.1545651,-0.36043498,-0.8314127,-1.8318785,-1.0211391,-1.1666996,-1.4835229,-1.8503128
-0.23398414,-0.6534116,-1.3757641,-0.21494816,0.94037473,-1.3214747,-1.2997727,-0.04860736,-0.7902457,-0.90692425,0.8612544,-1.0614887,-0.69986975,-0.1288224,-0.6071212,-0.806653,-0.021977313,-0.37721863,0.06314869,-0.41639954,0.19173086,-1.2465073,-0.43773767,-1.0687512,0.3933378,-1.1128851,-0.9092207,0.13740575,-0.24320145,-0.87552357,0.51619905,-1.8482096,-1.0123669,-0.392671,-0.20861384,-0.26127812,-0.8187687,-0.7164192,0.022770997,-0.5557977,-2.0227566,-0.25052473,-1.1353104,-0.2151161,-0.2910033,-1.1093364,-1.4210871,-0.50551754,-1.0495732,-1.4793833
0.56397986,-1.3032092,-0.8902374,0.018841974,0.44149488,-1.8052331,-1.3989813,-0.18748069,-0.65150183,-0.14316545,0.113386504,-1.1971413,-0.31364173,0.3231614,-0.046524394,-0.54580474,0.32026675,0.17389177,0.16386728,-0.83480835,-0.9597723,-2.053803,0.26918983,-0.68526846,-0.395477,-0.37835705,-0.86344266,0.97518855,-1.0637163,-0.67499834,0.54150754,-1.6973287,-0.66183126,-0.9044874,-0.022838242,-0.55704427,-1.4913104,-0.12068432,-0.52683103,-1.1988146,-1.4596051,-0.55323315,-1.4196799,-1.0694258,0.58444023,-0.28344205,-2.472014,-0.50558645,-0.95054615,-0.9131822
-0.34460697,-0.59837735,-1.1807349,-0.18615237,1.2626774,-1.1035466,-1.0104587,-0.23585078,-0.49549234,0.034516107,0.8176197,-0.56750363,0.043664806,0.7598909,-0.18574311,-0.59438485,-0.38968027,0.1662867,-0.4216104,-0.9911093,-0.22565864,-1.6978539,-0.2796072,-0.96298534,0.15367362,-0.6233271,-0.5710706,-0.12127653,-0.3271896,-0.36664295,0.08300426,-1.0475785,-0.642829,-1.2184159,-0.31912145,0.23803012,-1.4615014,0.09097387,-0.4711273,-0.77752453,-1.3949518,-0.07326566,-0.9403795,-1.0016676,-0.53823364,-0.04720501,-1.8909554,-0.6620239,-0.96898586,-0.47120216
